date,component,demand_units,day_of_week,month,is_weekend,is_holiday_season
2021-05-16,Fresh Frozen Plasma,16,6,5,1,0
2021-05-16,Packed RBC,53,6,5,1,0
2021-05-16,Platelets,17,6,5,1,0
2021-05-17,Cryoprecipitate,12,0,5,0,0
2021-05-17,Fresh Frozen Plasma,23,0,5,0,0
2021-05-17,Packed RBC,74,0,5,0,0
2021-05-17,Platelets,28,0,5,0,0
2021-05-18,Cryoprecipitate,11,1,5,0,0
2021-05-18,Fresh Frozen Plasma,25,1,5,0,0
2021-05-18,Packed RBC,69,1,5,0,0
2021-05-18,Platelets,26,1,5,0,0
2021-05-19,Cryoprecipitate,11,2,5,0,0
2021-05-19,Fresh Frozen Plasma,24,2,5,0,0
2021-05-19,Packed RBC,68,2,5,0,0
2021-05-19,Platelets,17,2,5,0,0
2021-05-20,Cryoprecipitate,14,3,5,0,0
2021-05-20,Fresh Frozen Plasma,26,3,5,0,0
2021-05-20,Packed RBC,70,3,5,0,0
2021-05-20,Platelets,34,3,5,0,0
2021-05-21,Cryoprecipitate,11,4,5,0,0
2021-05-21,Fresh Frozen Plasma,24,4,5,0,0
2021-05-21,Packed RBC,56,4,5,0,0
2021-05-21,Platelets,22,4,5,0,0
2021-05-22,Cryoprecipitate,9,5,5,1,0
2021-05-22,Fresh Frozen Plasma,16,5,5,1,0
2021-05-22,Packed RBC,46,5,5,1,0
2021-05-22,Platelets,14,5,5,1,0
2021-05-23,Cryoprecipitate,9,6,5,1,0
2021-05-23,Fresh Frozen Plasma,30,6,5,1,0
2021-05-23,Packed RBC,51,6,5,1,0
2021-05-23,Platelets,27,6,5,1,0
2021-05-24,Cryoprecipitate,18,0,5,0,0
2021-05-24,Fresh Frozen Plasma,29,0,5,0,0
2021-05-24,Packed RBC,76,0,5,0,0
2021-05-24,Platelets,35,0,5,0,0
2021-05-25,Cryoprecipitate,11,1,5,0,0
2021-05-25,Fresh Frozen Plasma,27,1,5,0,0
2021-05-25,Packed RBC,73,1,5,0,0
2021-05-25,Platelets,24,1,5,0,0
2021-05-26,Cryoprecipitate,8,2,5,0,0
2021-05-26,Fresh Frozen Plasma,19,2,5,0,0
2021-05-26,Packed RBC,64,2,5,0,0
2021-05-26,Platelets,30,2,5,0,0
2021-05-27,Cryoprecipitate,12,3,5,0,0
2021-05-27,Fresh Frozen Plasma,20,3,5,0,0
2021-05-27,Packed RBC,81,3,5,0,0
2021-05-27,Platelets,31,3,5,0,0
2021-05-28,Cryoprecipitate,14,4,5,0,0
2021-05-28,Fresh Frozen Plasma,23,4,5,0,0
2021-05-28,Packed RBC,61,4,5,0,0
2021-05-28,Platelets,36,4,5,0,0
2021-05-29,Cryoprecipitate,8,5,5,1,0
2021-05-29,Fresh Frozen Plasma,21,5,5,1,0
2021-05-29,Packed RBC,45,5,5,1,0
2021-05-29,Platelets,25,5,5,1,0
2021-05-30,Cryoprecipitate,10,6,5,1,0
2021-05-30,Fresh Frozen Plasma,21,6,5,1,0
2021-05-30,Packed RBC,47,6,5,1,0
2021-05-30,Platelets,16,6,5,1,0
2021-05-31,Cryoprecipitate,10,0,5,0,0
2021-05-31,Fresh Frozen Plasma,18,0,5,0,0
2021-05-31,Packed RBC,93,0,5,0,0
2021-05-31,Platelets,25,0,5,0,0
2021-06-01,Cryoprecipitate,13,1,6,0,0
2021-06-01,Fresh Frozen Plasma,32,1,6,0,0
2021-06-01,Packed RBC,125,1,6,0,0
2021-06-01,Platelets,25,1,6,0,0
2021-06-02,Cryoprecipitate,13,2,6,0,0
2021-06-02,Fresh Frozen Plasma,26,2,6,0,0
2021-06-02,Packed RBC,74,2,6,0,0
2021-06-02,Platelets,37,2,6,0,0
2021-06-03,Cryoprecipitate,10,3,6,0,0
2021-06-03,Fresh Frozen Plasma,27,3,6,0,0
2021-06-03,Packed RBC,99,3,6,0,0
2021-06-03,Platelets,25,3,6,0,0
2021-06-04,Cryoprecipitate,10,4,6,0,0
2021-06-04,Fresh Frozen Plasma,25,4,6,0,0
2021-06-04,Packed RBC,104,4,6,0,0
2021-06-04,Platelets,30,4,6,0,0
2021-06-05,Cryoprecipitate,12,5,6,1,0
2021-06-05,Fresh Frozen Plasma,18,5,6,1,0
2021-06-05,Packed RBC,64,5,6,1,0
2021-06-05,Platelets,20,5,6,1,0
2021-06-06,Cryoprecipitate,9,6,6,1,0
2021-06-06,Fresh Frozen Plasma,18,6,6,1,0
2021-06-06,Packed RBC,53,6,6,1,0
2021-06-06,Platelets,29,6,6,1,0
2021-06-07,Cryoprecipitate,13,0,6,0,0
2021-06-07,Fresh Frozen Plasma,26,0,6,0,0
2021-06-07,Packed RBC,114,0,6,0,0
2021-06-07,Platelets,38,0,6,0,0
2021-06-08,Cryoprecipitate,10,1,6,0,0
2021-06-08,Fresh Frozen Plasma,33,1,6,0,0
2021-06-08,Packed RBC,108,1,6,0,0
2021-06-08,Platelets,36,1,6,0,0
2021-06-09,Cryoprecipitate,17,2,6,0,0
2021-06-09,Fresh Frozen Plasma,29,2,6,0,0
2021-06-09,Packed RBC,89,2,6,0,0
2021-06-09,Platelets,36,2,6,0,0
2021-06-10,Cryoprecipitate,12,3,6,0,0
2021-06-10,Fresh Frozen Plasma,28,3,6,0,0
2021-06-10,Packed RBC,76,3,6,0,0
2021-06-10,Platelets,40,3,6,0,0
2021-06-11,Cryoprecipitate,14,4,6,0,0
2021-06-11,Fresh Frozen Plasma,35,4,6,0,0
2021-06-11,Packed RBC,82,4,6,0,0
2021-06-11,Platelets,31,4,6,0,0
2021-06-12,Cryoprecipitate,10,5,6,1,0
2021-06-12,Fresh Frozen Plasma,19,5,6,1,0
2021-06-12,Packed RBC,57,5,6,1,0
2021-06-12,Platelets,26,5,6,1,0
2021-06-13,Cryoprecipitate,11,6,6,1,0
2021-06-13,Fresh Frozen Plasma,18,6,6,1,0
2021-06-13,Packed RBC,60,6,6,1,0
2021-06-13,Platelets,18,6,6,1,0
2021-06-14,Cryoprecipitate,17,0,6,0,0
2021-06-14,Fresh Frozen Plasma,21,0,6,0,0
2021-06-14,Packed RBC,97,0,6,0,0
2021-06-14,Platelets,37,0,6,0,0
2021-06-15,Cryoprecipitate,13,1,6,0,0
2021-06-15,Fresh Frozen Plasma,29,1,6,0,0
2021-06-15,Packed RBC,91,1,6,0,0
2021-06-15,Platelets,32,1,6,0,0
2021-06-16,Cryoprecipitate,11,2,6,0,0
2021-06-16,Fresh Frozen Plasma,26,2,6,0,0
2021-06-16,Packed RBC,82,2,6,0,0
2021-06-16,Platelets,20,2,6,0,0
2021-06-17,Cryoprecipitate,11,3,6,0,0
2021-06-17,Fresh Frozen Plasma,28,3,6,0,0
2021-06-17,Packed RBC,97,3,6,0,0
2021-06-17,Platelets,25,3,6,0,0
2021-06-18,Cryoprecipitate,9,4,6,0,0
2021-06-18,Fresh Frozen Plasma,31,4,6,0,0
2021-06-18,Packed RBC,98,4,6,0,0
2021-06-18,Platelets,30,4,6,0,0
2021-06-19,Cryoprecipitate,9,5,6,1,0
2021-06-19,Fresh Frozen Plasma,16,5,6,1,0
2021-06-19,Packed RBC,50,5,6,1,0
2021-06-19,Platelets,29,5,6,1,0
2021-06-20,Cryoprecipitate,11,6,6,1,0
2021-06-20,Fresh Frozen Plasma,17,6,6,1,0
2021-06-20,Packed RBC,65,6,6,1,0
2021-06-20,Platelets,22,6,6,1,0
2021-06-21,Cryoprecipitate,10,0,6,0,0
2021-06-21,Fresh Frozen Plasma,29,0,6,0,0
2021-06-21,Packed RBC,91,0,6,0,0
2021-06-21,Platelets,33,0,6,0,0
2021-06-22,Cryoprecipitate,11,1,6,0,0
2021-06-22,Fresh Frozen Plasma,26,1,6,0,0
2021-06-22,Packed RBC,90,1,6,0,0
2021-06-22,Platelets,36,1,6,0,0
2021-06-23,Cryoprecipitate,12,2,6,0,0
2021-06-23,Fresh Frozen Plasma,29,2,6,0,0
2021-06-23,Packed RBC,96,2,6,0,0
2021-06-23,Platelets,37,2,6,0,0
2021-06-24,Cryoprecipitate,11,3,6,0,0
2021-06-24,Fresh Frozen Plasma,35,3,6,0,0
2021-06-24,Packed RBC,66,3,6,0,0
2021-06-24,Platelets,36,3,6,0,0
2021-06-25,Cryoprecipitate,13,4,6,0,0
2021-06-25,Fresh Frozen Plasma,26,4,6,0,0
2021-06-25,Packed RBC,75,4,6,0,0
2021-06-25,Platelets,32,4,6,0,0
2021-06-26,Cryoprecipitate,10,5,6,1,0
2021-06-26,Fresh Frozen Plasma,25,5,6,1,0
2021-06-26,Packed RBC,68,5,6,1,0
2021-06-26,Platelets,23,5,6,1,0
2021-06-27,Cryoprecipitate,19,6,6,1,0
2021-06-27,Fresh Frozen Plasma,19,6,6,1,0
2021-06-27,Packed RBC,65,6,6,1,0
2021-06-27,Platelets,23,6,6,1,0
2021-06-28,Cryoprecipitate,15,0,6,0,0
2021-06-28,Fresh Frozen Plasma,40,0,6,0,0
2021-06-28,Packed RBC,73,0,6,0,0
2021-06-28,Platelets,31,0,6,0,0
2021-06-29,Cryoprecipitate,14,1,6,0,0
2021-06-29,Fresh Frozen Plasma,22,1,6,0,0
2021-06-29,Packed RBC,68,1,6,0,0
2021-06-29,Platelets,26,1,6,0,0
2021-06-30,Cryoprecipitate,13,2,6,0,0
2021-06-30,Fresh Frozen Plasma,29,2,6,0,0
2021-06-30,Packed RBC,111,2,6,0,0
2021-06-30,Platelets,33,2,6,0,0
2021-07-01,Cryoprecipitate,11,3,7,0,0
2021-07-01,Fresh Frozen Plasma,27,3,7,0,0
2021-07-01,Packed RBC,57,3,7,0,0
2021-07-01,Platelets,36,3,7,0,0
2021-07-02,Cryoprecipitate,13,4,7,0,0
2021-07-02,Fresh Frozen Plasma,30,4,7,0,0
2021-07-02,Packed RBC,102,4,7,0,0
2021-07-02,Platelets,38,4,7,0,0
2021-07-03,Cryoprecipitate,10,5,7,1,0
2021-07-03,Fresh Frozen Plasma,29,5,7,1,0
2021-07-03,Packed RBC,64,5,7,1,0
2021-07-03,Platelets,25,5,7,1,0
2021-07-04,Cryoprecipitate,12,6,7,1,0
2021-07-04,Fresh Frozen Plasma,21,6,7,1,0
2021-07-04,Packed RBC,64,6,7,1,0
2021-07-04,Platelets,19,6,7,1,0
2021-07-05,Cryoprecipitate,11,0,7,0,0
2021-07-05,Fresh Frozen Plasma,37,0,7,0,0
2021-07-05,Packed RBC,86,0,7,0,0
2021-07-05,Platelets,35,0,7,0,0
2021-07-06,Cryoprecipitate,16,1,7,0,0
2021-07-06,Fresh Frozen Plasma,34,1,7,0,0
2021-07-06,Packed RBC,83,1,7,0,0
2021-07-06,Platelets,28,1,7,0,0
2021-07-07,Cryoprecipitate,15,2,7,0,0
2021-07-07,Fresh Frozen Plasma,33,2,7,0,0
2021-07-07,Packed RBC,95,2,7,0,0
2021-07-07,Platelets,27,2,7,0,0
2021-07-08,Cryoprecipitate,11,3,7,0,0
2021-07-08,Fresh Frozen Plasma,47,3,7,0,0
2021-07-08,Packed RBC,87,3,7,0,0
2021-07-08,Platelets,37,3,7,0,0
2021-07-09,Cryoprecipitate,11,4,7,0,0
2021-07-09,Fresh Frozen Plasma,25,4,7,0,0
2021-07-09,Packed RBC,65,4,7,0,0
2021-07-09,Platelets,35,4,7,0,0
2021-07-10,Cryoprecipitate,9,5,7,1,0
2021-07-10,Fresh Frozen Plasma,19,5,7,1,0
2021-07-10,Packed RBC,52,5,7,1,0
2021-07-10,Platelets,29,5,7,1,0
2021-07-11,Cryoprecipitate,8,6,7,1,0
2021-07-11,Fresh Frozen Plasma,16,6,7,1,0
2021-07-11,Packed RBC,57,6,7,1,0
2021-07-11,Platelets,22,6,7,1,0
2021-07-12,Cryoprecipitate,11,0,7,0,0
2021-07-12,Fresh Frozen Plasma,22,0,7,0,0
2021-07-12,Packed RBC,109,0,7,0,0
2021-07-12,Platelets,28,0,7,0,0
2021-07-13,Cryoprecipitate,9,1,7,0,0
2021-07-13,Fresh Frozen Plasma,22,1,7,0,0
2021-07-13,Packed RBC,88,1,7,0,0
2021-07-13,Platelets,30,1,7,0,0
2021-07-14,Cryoprecipitate,12,2,7,0,0
2021-07-14,Fresh Frozen Plasma,26,2,7,0,0
2021-07-14,Packed RBC,84,2,7,0,0
2021-07-14,Platelets,29,2,7,0,0
2021-07-15,Cryoprecipitate,15,3,7,0,0
2021-07-15,Fresh Frozen Plasma,27,3,7,0,0
2021-07-15,Packed RBC,90,3,7,0,0
2021-07-15,Platelets,30,3,7,0,0
2021-07-16,Cryoprecipitate,11,4,7,0,0
2021-07-16,Fresh Frozen Plasma,32,4,7,0,0
2021-07-16,Packed RBC,99,4,7,0,0
2021-07-16,Platelets,26,4,7,0,0
2021-07-17,Cryoprecipitate,12,5,7,1,0
2021-07-17,Fresh Frozen Plasma,25,5,7,1,0
2021-07-17,Packed RBC,51,5,7,1,0
2021-07-17,Platelets,27,5,7,1,0
2021-07-18,Cryoprecipitate,9,6,7,1,0
2021-07-18,Fresh Frozen Plasma,15,6,7,1,0
2021-07-18,Packed RBC,68,6,7,1,0
2021-07-18,Platelets,21,6,7,1,0
2021-07-19,Cryoprecipitate,11,0,7,0,0
2021-07-19,Fresh Frozen Plasma,27,0,7,0,0
2021-07-19,Packed RBC,88,0,7,0,0
2021-07-19,Platelets,31,0,7,0,0
2021-07-20,Cryoprecipitate,13,1,7,0,0
2021-07-20,Fresh Frozen Plasma,23,1,7,0,0
2021-07-20,Packed RBC,108,1,7,0,0
2021-07-20,Platelets,30,1,7,0,0
2021-07-21,Cryoprecipitate,16,2,7,0,0
2021-07-21,Fresh Frozen Plasma,27,2,7,0,0
2021-07-21,Packed RBC,103,2,7,0,0
2021-07-21,Platelets,33,2,7,0,0
2021-07-22,Cryoprecipitate,13,3,7,0,0
2021-07-22,Fresh Frozen Plasma,27,3,7,0,0
2021-07-22,Packed RBC,105,3,7,0,0
2021-07-22,Platelets,46,3,7,0,0
2021-07-23,Cryoprecipitate,12,4,7,0,0
2021-07-23,Fresh Frozen Plasma,33,4,7,0,0
2021-07-23,Packed RBC,73,4,7,0,0
2021-07-23,Platelets,31,4,7,0,0
2021-07-24,Cryoprecipitate,8,5,7,1,0
2021-07-24,Fresh Frozen Plasma,23,5,7,1,0
2021-07-24,Packed RBC,60,5,7,1,0
2021-07-24,Platelets,26,5,7,1,0
2021-07-25,Cryoprecipitate,10,6,7,1,0
2021-07-25,Fresh Frozen Plasma,24,6,7,1,0
2021-07-25,Packed RBC,52,6,7,1,0
2021-07-25,Platelets,27,6,7,1,0
2021-07-26,Cryoprecipitate,14,0,7,0,0
2021-07-26,Fresh Frozen Plasma,27,0,7,0,0
2021-07-26,Packed RBC,95,0,7,0,0
2021-07-26,Platelets,35,0,7,0,0
2021-07-27,Cryoprecipitate,14,1,7,0,0
2021-07-27,Fresh Frozen Plasma,18,1,7,0,0
2021-07-27,Packed RBC,64,1,7,0,0
2021-07-27,Platelets,30,1,7,0,0
2021-07-28,Cryoprecipitate,15,2,7,0,0
2021-07-28,Fresh Frozen Plasma,30,2,7,0,0
2021-07-28,Packed RBC,101,2,7,0,0
2021-07-28,Platelets,34,2,7,0,0
2021-07-29,Cryoprecipitate,11,3,7,0,0
2021-07-29,Fresh Frozen Plasma,19,3,7,0,0
2021-07-29,Packed RBC,75,3,7,0,0
2021-07-29,Platelets,38,3,7,0,0
2021-07-30,Cryoprecipitate,11,4,7,0,0
2021-07-30,Fresh Frozen Plasma,36,4,7,0,0
2021-07-30,Packed RBC,72,4,7,0,0
2021-07-30,Platelets,38,4,7,0,0
2021-07-31,Cryoprecipitate,11,5,7,1,0
2021-07-31,Fresh Frozen Plasma,21,5,7,1,0
2021-07-31,Packed RBC,66,5,7,1,0
2021-07-31,Platelets,19,5,7,1,0
2021-08-01,Cryoprecipitate,10,6,8,1,0
2021-08-01,Fresh Frozen Plasma,20,6,8,1,0
2021-08-01,Packed RBC,63,6,8,1,0
2021-08-01,Platelets,24,6,8,1,0
2021-08-02,Cryoprecipitate,11,0,8,0,0
2021-08-02,Fresh Frozen Plasma,31,0,8,0,0
2021-08-02,Packed RBC,92,0,8,0,0
2021-08-02,Platelets,27,0,8,0,0
2021-08-03,Cryoprecipitate,12,1,8,0,0
2021-08-03,Fresh Frozen Plasma,24,1,8,0,0
2021-08-03,Packed RBC,110,1,8,0,0
2021-08-03,Platelets,32,1,8,0,0
2021-08-04,Cryoprecipitate,14,2,8,0,0
2021-08-04,Fresh Frozen Plasma,22,2,8,0,0
2021-08-04,Packed RBC,130,2,8,0,0
2021-08-04,Platelets,22,2,8,0,0
2021-08-05,Cryoprecipitate,11,3,8,0,0
2021-08-05,Fresh Frozen Plasma,32,3,8,0,0
2021-08-05,Packed RBC,87,3,8,0,0
2021-08-05,Platelets,31,3,8,0,0
2021-08-06,Cryoprecipitate,16,4,8,0,0
2021-08-06,Fresh Frozen Plasma,28,4,8,0,0
2021-08-06,Packed RBC,111,4,8,0,0
2021-08-06,Platelets,30,4,8,0,0
2021-08-07,Cryoprecipitate,9,5,8,1,0
2021-08-07,Fresh Frozen Plasma,20,5,8,1,0
2021-08-07,Packed RBC,76,5,8,1,0
2021-08-07,Platelets,28,5,8,1,0
2021-08-08,Cryoprecipitate,11,6,8,1,0
2021-08-08,Fresh Frozen Plasma,23,6,8,1,0
2021-08-08,Packed RBC,50,6,8,1,0
2021-08-08,Platelets,26,6,8,1,0
2021-08-09,Cryoprecipitate,17,0,8,0,0
2021-08-09,Fresh Frozen Plasma,23,0,8,0,0
2021-08-09,Packed RBC,94,0,8,0,0
2021-08-09,Platelets,31,0,8,0,0
2021-08-10,Cryoprecipitate,13,1,8,0,0
2021-08-10,Fresh Frozen Plasma,32,1,8,0,0
2021-08-10,Packed RBC,90,1,8,0,0
2021-08-10,Platelets,27,1,8,0,0
2021-08-11,Cryoprecipitate,14,2,8,0,0
2021-08-11,Fresh Frozen Plasma,28,2,8,0,0
2021-08-11,Packed RBC,61,2,8,0,0
2021-08-11,Platelets,32,2,8,0,0
2021-08-12,Cryoprecipitate,16,3,8,0,0
2021-08-12,Fresh Frozen Plasma,26,3,8,0,0
2021-08-12,Packed RBC,112,3,8,0,0
2021-08-12,Platelets,59,3,8,0,0
2021-08-13,Cryoprecipitate,10,4,8,0,0
2021-08-13,Fresh Frozen Plasma,29,4,8,0,0
2021-08-13,Packed RBC,89,4,8,0,0
2021-08-13,Platelets,39,4,8,0,0
2021-08-14,Cryoprecipitate,10,5,8,1,0
2021-08-14,Fresh Frozen Plasma,25,5,8,1,0
2021-08-14,Packed RBC,62,5,8,1,0
2021-08-14,Platelets,19,5,8,1,0
2021-08-15,Cryoprecipitate,8,6,8,1,0
2021-08-15,Fresh Frozen Plasma,21,6,8,1,0
2021-08-15,Packed RBC,62,6,8,1,0
2021-08-15,Platelets,21,6,8,1,0
2021-08-16,Cryoprecipitate,15,0,8,0,0
2021-08-16,Fresh Frozen Plasma,27,0,8,0,0
2021-08-16,Packed RBC,80,0,8,0,0
2021-08-16,Platelets,33,0,8,0,0
2021-08-17,Cryoprecipitate,10,1,8,0,0
2021-08-17,Fresh Frozen Plasma,24,1,8,0,0
2021-08-17,Packed RBC,80,1,8,0,0
2021-08-17,Platelets,34,1,8,0,0
2021-08-18,Cryoprecipitate,12,2,8,0,0
2021-08-18,Fresh Frozen Plasma,55,2,8,0,0
2021-08-18,Packed RBC,86,2,8,0,0
2021-08-18,Platelets,32,2,8,0,0
2021-08-19,Cryoprecipitate,13,3,8,0,0
2021-08-19,Fresh Frozen Plasma,33,3,8,0,0
2021-08-19,Packed RBC,79,3,8,0,0
2021-08-19,Platelets,39,3,8,0,0
2021-08-20,Cryoprecipitate,13,4,8,0,0
2021-08-20,Fresh Frozen Plasma,28,4,8,0,0
2021-08-20,Packed RBC,89,4,8,0,0
2021-08-20,Platelets,38,4,8,0,0
2021-08-21,Cryoprecipitate,13,5,8,1,0
2021-08-21,Fresh Frozen Plasma,21,5,8,1,0
2021-08-21,Packed RBC,71,5,8,1,0
2021-08-21,Platelets,25,5,8,1,0
2021-08-22,Cryoprecipitate,11,6,8,1,0
2021-08-22,Fresh Frozen Plasma,15,6,8,1,0
2021-08-22,Packed RBC,58,6,8,1,0
2021-08-22,Platelets,21,6,8,1,0
2021-08-23,Cryoprecipitate,12,0,8,0,0
2021-08-23,Fresh Frozen Plasma,24,0,8,0,0
2021-08-23,Packed RBC,80,0,8,0,0
2021-08-23,Platelets,38,0,8,0,0
2021-08-24,Cryoprecipitate,11,1,8,0,0
2021-08-24,Fresh Frozen Plasma,26,1,8,0,0
2021-08-24,Packed RBC,73,1,8,0,0
2021-08-24,Platelets,32,1,8,0,0
2021-08-25,Cryoprecipitate,10,2,8,0,0
2021-08-25,Fresh Frozen Plasma,27,2,8,0,0
2021-08-25,Packed RBC,79,2,8,0,0
2021-08-25,Platelets,32,2,8,0,0
2021-08-26,Cryoprecipitate,15,3,8,0,0
2021-08-26,Fresh Frozen Plasma,31,3,8,0,0
2021-08-26,Packed RBC,64,3,8,0,0
2021-08-26,Platelets,39,3,8,0,0
2021-08-27,Cryoprecipitate,13,4,8,0,0
2021-08-27,Fresh Frozen Plasma,22,4,8,0,0
2021-08-27,Packed RBC,211,4,8,0,0
2021-08-27,Platelets,24,4,8,0,0
2021-08-28,Cryoprecipitate,12,5,8,1,0
2021-08-28,Fresh Frozen Plasma,27,5,8,1,0
2021-08-28,Packed RBC,54,5,8,1,0
2021-08-28,Platelets,20,5,8,1,0
2021-08-29,Cryoprecipitate,11,6,8,1,0
2021-08-29,Fresh Frozen Plasma,22,6,8,1,0
2021-08-29,Packed RBC,60,6,8,1,0
2021-08-29,Platelets,19,6,8,1,0
2021-08-30,Cryoprecipitate,16,0,8,0,0
2021-08-30,Fresh Frozen Plasma,25,0,8,0,0
2021-08-30,Packed RBC,57,0,8,0,0
2021-08-30,Platelets,26,0,8,0,0
2021-08-31,Cryoprecipitate,14,1,8,0,0
2021-08-31,Fresh Frozen Plasma,31,1,8,0,0
2021-08-31,Packed RBC,98,1,8,0,0
2021-08-31,Platelets,28,1,8,0,0
2021-09-01,Cryoprecipitate,15,2,9,0,0
2021-09-01,Fresh Frozen Plasma,23,2,9,0,0
2021-09-01,Packed RBC,85,2,9,0,0
2021-09-01,Platelets,28,2,9,0,0
2021-09-02,Cryoprecipitate,17,3,9,0,0
2021-09-02,Fresh Frozen Plasma,20,3,9,0,0
2021-09-02,Packed RBC,97,3,9,0,0
2021-09-02,Platelets,27,3,9,0,0
2021-09-03,Cryoprecipitate,10,4,9,0,0
2021-09-03,Fresh Frozen Plasma,26,4,9,0,0
2021-09-03,Packed RBC,73,4,9,0,0
2021-09-03,Platelets,25,4,9,0,0
2021-09-04,Cryoprecipitate,9,5,9,1,0
2021-09-04,Fresh Frozen Plasma,19,5,9,1,0
2021-09-04,Packed RBC,55,5,9,1,0
2021-09-04,Platelets,23,5,9,1,0
2021-09-05,Cryoprecipitate,8,6,9,1,0
2021-09-05,Fresh Frozen Plasma,15,6,9,1,0
2021-09-05,Packed RBC,57,6,9,1,0
2021-09-05,Platelets,19,6,9,1,0
2021-09-06,Cryoprecipitate,13,0,9,0,0
2021-09-06,Fresh Frozen Plasma,21,0,9,0,0
2021-09-06,Packed RBC,64,0,9,0,0
2021-09-06,Platelets,28,0,9,0,0
2021-09-07,Cryoprecipitate,15,1,9,0,0
2021-09-07,Fresh Frozen Plasma,18,1,9,0,0
2021-09-07,Packed RBC,84,1,9,0,0
2021-09-07,Platelets,26,1,9,0,0
2021-09-08,Cryoprecipitate,13,2,9,0,0
2021-09-08,Fresh Frozen Plasma,26,2,9,0,0
2021-09-08,Packed RBC,70,2,9,0,0
2021-09-08,Platelets,32,2,9,0,0
2021-09-09,Cryoprecipitate,12,3,9,0,0
2021-09-09,Fresh Frozen Plasma,32,3,9,0,0
2021-09-09,Packed RBC,78,3,9,0,0
2021-09-09,Platelets,30,3,9,0,0
2021-09-10,Cryoprecipitate,12,4,9,0,0
2021-09-10,Fresh Frozen Plasma,18,4,9,0,0
2021-09-10,Packed RBC,67,4,9,0,0
2021-09-10,Platelets,31,4,9,0,0
2021-09-11,Cryoprecipitate,9,5,9,1,0
2021-09-11,Fresh Frozen Plasma,16,5,9,1,0
2021-09-11,Packed RBC,72,5,9,1,0
2021-09-11,Platelets,23,5,9,1,0
2021-09-12,Cryoprecipitate,9,6,9,1,0
2021-09-12,Fresh Frozen Plasma,20,6,9,1,0
2021-09-12,Packed RBC,67,6,9,1,0
2021-09-12,Platelets,17,6,9,1,0
2021-09-13,Cryoprecipitate,13,0,9,0,0
2021-09-13,Fresh Frozen Plasma,18,0,9,0,0
2021-09-13,Packed RBC,76,0,9,0,0
2021-09-13,Platelets,23,0,9,0,0
2021-09-14,Cryoprecipitate,14,1,9,0,0
2021-09-14,Fresh Frozen Plasma,30,1,9,0,0
2021-09-14,Packed RBC,102,1,9,0,0
2021-09-14,Platelets,30,1,9,0,0
2021-09-15,Cryoprecipitate,10,2,9,0,0
2021-09-15,Fresh Frozen Plasma,19,2,9,0,0
2021-09-15,Packed RBC,79,2,9,0,0
2021-09-15,Platelets,27,2,9,0,0
2021-09-16,Cryoprecipitate,13,3,9,0,0
2021-09-16,Fresh Frozen Plasma,25,3,9,0,0
2021-09-16,Packed RBC,81,3,9,0,0
2021-09-16,Platelets,34,3,9,0,0
2021-09-17,Cryoprecipitate,13,4,9,0,0
2021-09-17,Fresh Frozen Plasma,27,4,9,0,0
2021-09-17,Packed RBC,80,4,9,0,0
2021-09-17,Platelets,28,4,9,0,0
2021-09-18,Cryoprecipitate,10,5,9,1,0
2021-09-18,Fresh Frozen Plasma,19,5,9,1,0
2021-09-18,Packed RBC,60,5,9,1,0
2021-09-18,Platelets,28,5,9,1,0
2021-09-19,Cryoprecipitate,10,6,9,1,0
2021-09-19,Fresh Frozen Plasma,24,6,9,1,0
2021-09-19,Packed RBC,50,6,9,1,0
2021-09-19,Platelets,37,6,9,1,0
2021-09-20,Cryoprecipitate,11,0,9,0,0
2021-09-20,Fresh Frozen Plasma,36,0,9,0,0
2021-09-20,Packed RBC,83,0,9,0,0
2021-09-20,Platelets,27,0,9,0,0
2021-09-21,Cryoprecipitate,12,1,9,0,0
2021-09-21,Fresh Frozen Plasma,24,1,9,0,0
2021-09-21,Packed RBC,73,1,9,0,0
2021-09-21,Platelets,30,1,9,0,0
2021-09-22,Cryoprecipitate,13,2,9,0,0
2021-09-22,Fresh Frozen Plasma,25,2,9,0,0
2021-09-22,Packed RBC,61,2,9,0,0
2021-09-22,Platelets,31,2,9,0,0
2021-09-23,Cryoprecipitate,9,3,9,0,0
2021-09-23,Fresh Frozen Plasma,30,3,9,0,0
2021-09-23,Packed RBC,71,3,9,0,0
2021-09-23,Platelets,29,3,9,0,0
2021-09-24,Cryoprecipitate,14,4,9,0,0
2021-09-24,Fresh Frozen Plasma,22,4,9,0,0
2021-09-24,Packed RBC,73,4,9,0,0
2021-09-24,Platelets,30,4,9,0,0
2021-09-25,Cryoprecipitate,9,5,9,1,0
2021-09-25,Fresh Frozen Plasma,19,5,9,1,0
2021-09-25,Packed RBC,52,5,9,1,0
2021-09-25,Platelets,16,5,9,1,0
2021-09-26,Cryoprecipitate,8,6,9,1,0
2021-09-26,Fresh Frozen Plasma,18,6,9,1,0
2021-09-26,Packed RBC,47,6,9,1,0
2021-09-26,Platelets,24,6,9,1,0
2021-09-27,Cryoprecipitate,16,0,9,0,0
2021-09-27,Fresh Frozen Plasma,27,0,9,0,0
2021-09-27,Packed RBC,74,0,9,0,0
2021-09-27,Platelets,33,0,9,0,0
2021-09-28,Cryoprecipitate,15,1,9,0,0
2021-09-28,Fresh Frozen Plasma,22,1,9,0,0
2021-09-28,Packed RBC,89,1,9,0,0
