date,component,supply_units,demand_units,utilized_units,wasted_units,utilization_rate,wastage_rate
2021-06-23,Packed RBC,103,96,96,9,0.9320388349514563,0.08737864077669903
2021-06-23,Platelets,42,37,37,6,0.8809523809523809,0.14285714285714285
2021-06-24,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-06-24,Fresh Frozen Plasma,39,35,35,5,0.8974358974358975,0.1282051282051282
2021-06-24,Packed RBC,70,66,66,7,0.9428571428571428,0.1
2021-06-24,Platelets,41,36,36,6,0.8780487804878049,0.14634146341463414
2021-06-25,Cryoprecipitate,15,13,13,2,0.8666666666666667,0.13333333333333333
2021-06-25,Fresh Frozen Plasma,28,26,26,2,0.9285714285714286,0.07142857142857142
2021-06-25,Packed RBC,82,75,75,8,0.9146341463414634,0.0975609756097561
2021-06-25,Platelets,36,32,32,4,0.8888888888888888,0.1111111111111111
2021-06-26,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2021-06-26,Fresh Frozen Plasma,29,25,25,4,0.8620689655172413,0.13793103448275862
2021-06-26,Packed RBC,78,68,68,12,0.8717948717948718,0.15384615384615385
2021-06-26,Platelets,25,23,23,2,0.92,0.08
2021-06-27,Cryoprecipitate,22,19,19,4,0.8636363636363636,0.18181818181818182
2021-06-27,Fresh Frozen Plasma,20,19,19,1,0.95,0.05
2021-06-27,Packed RBC,73,65,65,11,0.8904109589041096,0.1506849315068493
2021-06-27,Platelets,24,23,23,1,0.9583333333333334,0.041666666666666664
2021-06-28,Cryoprecipitate,16,15,15,1,0.9375,0.0625
2021-06-28,Fresh Frozen Plasma,42,40,40,3,0.9523809523809523,0.07142857142857142
2021-06-28,Packed RBC,86,73,73,17,0.8488372093023255,0.19767441860465115
2021-06-28,Platelets,35,31,31,5,0.8857142857142857,0.14285714285714285
2021-06-29,Cryoprecipitate,15,14,14,1,0.9333333333333333,0.06666666666666667
2021-06-29,Fresh Frozen Plasma,25,22,22,3,0.88,0.12
2021-06-29,Packed RBC,75,68,68,10,0.9066666666666666,0.13333333333333333
2021-06-29,Platelets,28,26,26,3,0.9285714285714286,0.10714285714285714
2021-06-30,Cryoprecipitate,13,13,13,0,1.0,0.0
2021-06-30,Fresh Frozen Plasma,31,29,29,2,0.9354838709677419,0.06451612903225806
2021-06-30,Packed RBC,124,111,111,14,0.8951612903225806,0.11290322580645161
2021-06-30,Platelets,34,33,33,2,0.9705882352941176,0.058823529411764705
2021-07-01,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-07-01,Fresh Frozen Plasma,30,27,27,3,0.9,0.1
2021-07-01,Packed RBC,66,57,57,12,0.8636363636363636,0.18181818181818182
2021-07-01,Platelets,42,36,36,7,0.8571428571428571,0.16666666666666666
2021-07-02,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2021-07-02,Fresh Frozen Plasma,35,30,30,5,0.8571428571428571,0.14285714285714285
2021-07-02,Packed RBC,108,102,102,8,0.9444444444444444,0.07407407407407407
2021-07-02,Platelets,42,38,38,5,0.9047619047619048,0.11904761904761904
2021-07-03,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2021-07-03,Fresh Frozen Plasma,30,29,29,1,0.9666666666666667,0.03333333333333333
2021-07-03,Packed RBC,74,64,64,13,0.8648648648648649,0.17567567567567569
2021-07-03,Platelets,27,25,25,2,0.9259259259259259,0.07407407407407407
2021-07-04,Cryoprecipitate,14,12,12,2,0.8571428571428571,0.14285714285714285
2021-07-04,Fresh Frozen Plasma,22,21,21,1,0.9545454545454546,0.045454545454545456
2021-07-04,Packed RBC,72,64,64,8,0.8888888888888888,0.1111111111111111
2021-07-04,Platelets,20,19,19,1,0.95,0.05
2021-07-05,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-07-05,Fresh Frozen Plasma,41,37,37,4,0.9024390243902439,0.0975609756097561
2021-07-05,Packed RBC,98,86,86,15,0.8775510204081632,0.15306122448979592
2021-07-05,Platelets,37,35,35,3,0.9459459459459459,0.08108108108108109
2021-07-06,Cryoprecipitate,17,16,16,1,0.9411764705882353,0.058823529411764705
2021-07-06,Fresh Frozen Plasma,36,34,34,3,0.9444444444444444,0.08333333333333333
2021-07-06,Packed RBC,99,83,83,20,0.8383838383838383,0.20202020202020202
2021-07-06,Platelets,32,28,28,5,0.875,0.15625
2021-07-07,Cryoprecipitate,16,15,15,1,0.9375,0.0625
2021-07-07,Fresh Frozen Plasma,38,33,33,5,0.868421052631579,0.13157894736842105
2021-07-07,Packed RBC,101,95,95,9,0.9405940594059405,0.0891089108910891
2021-07-07,Platelets,29,27,27,3,0.9310344827586207,0.10344827586206896
2021-07-08,Cryoprecipitate,11,11,11,0,1.0,0.0
2021-07-08,Fresh Frozen Plasma,51,47,47,6,0.9215686274509803,0.11764705882352941
2021-07-08,Packed RBC,93,87,87,8,0.9354838709677419,0.08602150537634409
2021-07-08,Platelets,44,37,37,7,0.8409090909090909,0.1590909090909091
2021-07-09,Cryoprecipitate,11,11,11,0,1.0,0.0
2021-07-09,Fresh Frozen Plasma,26,25,25,1,0.9615384615384616,0.038461538461538464
2021-07-09,Packed RBC,70,65,65,6,0.9285714285714286,0.08571428571428572
2021-07-09,Platelets,40,35,35,6,0.875,0.15
2021-07-10,Cryoprecipitate,10,9,9,1,0.9,0.1
2021-07-10,Fresh Frozen Plasma,20,19,19,1,0.95,0.05
2021-07-10,Packed RBC,62,52,52,12,0.8387096774193549,0.1935483870967742
2021-07-10,Platelets,34,29,29,6,0.8529411764705882,0.17647058823529413
2021-07-11,Cryoprecipitate,8,8,8,0,1.0,0.0
2021-07-11,Fresh Frozen Plasma,18,16,16,2,0.8888888888888888,0.1111111111111111
2021-07-11,Packed RBC,62,57,57,6,0.9193548387096774,0.0967741935483871
2021-07-11,Platelets,25,22,22,3,0.88,0.12
2021-07-12,Cryoprecipitate,11,11,11,0,1.0,0.0
2021-07-12,Fresh Frozen Plasma,24,22,22,2,0.9166666666666666,0.08333333333333333
2021-07-12,Packed RBC,119,109,109,12,0.9159663865546218,0.10084033613445378
2021-07-12,Platelets,31,28,28,3,0.9032258064516129,0.0967741935483871
2021-07-13,Cryoprecipitate,10,9,9,1,0.9,0.1
2021-07-13,Fresh Frozen Plasma,25,22,22,4,0.88,0.16
2021-07-13,Packed RBC,104,88,88,19,0.8461538461538461,0.18269230769230768
2021-07-13,Platelets,33,30,30,3,0.9090909090909091,0.09090909090909091
2021-07-14,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2021-07-14,Fresh Frozen Plasma,29,26,26,3,0.896551724137931,0.10344827586206896
2021-07-14,Packed RBC,95,84,84,15,0.8842105263157894,0.15789473684210525
2021-07-14,Platelets,33,29,29,4,0.8787878787878788,0.12121212121212122
2021-07-15,Cryoprecipitate,17,15,15,2,0.8823529411764706,0.11764705882352941
2021-07-15,Fresh Frozen Plasma,28,27,27,2,0.9642857142857143,0.07142857142857142
2021-07-15,Packed RBC,95,90,90,7,0.9473684210526315,0.07368421052631578
2021-07-15,Platelets,35,30,30,6,0.8571428571428571,0.17142857142857143
2021-07-16,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-07-16,Fresh Frozen Plasma,38,32,32,6,0.8421052631578947,0.15789473684210525
2021-07-16,Packed RBC,117,99,99,19,0.8461538461538461,0.1623931623931624
2021-07-16,Platelets,29,26,26,3,0.896551724137931,0.10344827586206896
2021-07-17,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2021-07-17,Fresh Frozen Plasma,28,25,25,4,0.8928571428571429,0.14285714285714285
2021-07-17,Packed RBC,54,51,51,3,0.9444444444444444,0.05555555555555555
2021-07-17,Platelets,30,27,27,3,0.9,0.1
2021-07-18,Cryoprecipitate,9,9,9,0,1.0,0.0
2021-07-18,Fresh Frozen Plasma,15,15,15,0,1.0,0.0
2021-07-18,Packed RBC,78,68,68,13,0.8717948717948718,0.16666666666666666
2021-07-18,Platelets,23,21,21,2,0.9130434782608695,0.08695652173913043
2021-07-19,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-07-19,Fresh Frozen Plasma,31,27,27,4,0.8709677419354839,0.12903225806451613
2021-07-19,Packed RBC,102,88,88,18,0.8627450980392157,0.17647058823529413
2021-07-19,Platelets,33,31,31,2,0.9393939393939394,0.06060606060606061
2021-07-20,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2021-07-20,Fresh Frozen Plasma,25,23,23,2,0.92,0.08
2021-07-20,Packed RBC,123,108,108,17,0.8780487804878049,0.13821138211382114
2021-07-20,Platelets,31,30,30,1,0.967741935483871,0.03225806451612903
2021-07-21,Cryoprecipitate,17,16,16,1,0.9411764705882353,0.058823529411764705
2021-07-21,Fresh Frozen Plasma,31,27,27,5,0.8709677419354839,0.16129032258064516
2021-07-21,Packed RBC,118,103,103,16,0.8728813559322034,0.13559322033898305
2021-07-21,Platelets,38,33,33,6,0.868421052631579,0.15789473684210525
2021-07-22,Cryoprecipitate,15,13,13,2,0.8666666666666667,0.13333333333333333
2021-07-22,Fresh Frozen Plasma,31,27,27,4,0.8709677419354839,0.12903225806451613
2021-07-22,Packed RBC,110,105,105,9,0.9545454545454546,0.08181818181818182
2021-07-22,Platelets,52,46,46,7,0.8846153846153846,0.1346153846153846
2021-07-23,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2021-07-23,Fresh Frozen Plasma,35,33,33,3,0.9428571428571428,0.08571428571428572
2021-07-23,Packed RBC,78,73,73,6,0.9358974358974359,0.07692307692307693
2021-07-23,Platelets,35,31,31,5,0.8857142857142857,0.14285714285714285
2021-07-24,Cryoprecipitate,8,8,8,0,1.0,0.0
2021-07-24,Fresh Frozen Plasma,24,23,23,1,0.9583333333333334,0.041666666666666664
2021-07-24,Packed RBC,63,60,60,4,0.9523809523809523,0.06349206349206349
2021-07-24,Platelets,30,26,26,5,0.8666666666666667,0.16666666666666666
2021-07-25,Cryoprecipitate,10,10,10,0,1.0,0.0
2021-07-25,Fresh Frozen Plasma,26,24,24,2,0.9230769230769231,0.07692307692307693
2021-07-25,Packed RBC,57,52,52,5,0.9122807017543859,0.08771929824561403
2021-07-25,Platelets,29,27,27,2,0.9310344827586207,0.06896551724137931
2021-07-26,Cryoprecipitate,16,14,14,2,0.875,0.125
2021-07-26,Fresh Frozen Plasma,29,27,27,2,0.9310344827586207,0.06896551724137931
2021-07-26,Packed RBC,102,95,95,9,0.9313725490196079,0.08823529411764706
2021-07-26,Platelets,38,35,35,4,0.9210526315789473,0.10526315789473684
2021-07-27,Cryoprecipitate,14,14,14,0,1.0,0.0
2021-07-27,Fresh Frozen Plasma,19,18,18,1,0.9473684210526315,0.05263157894736842
2021-07-27,Packed RBC,76,64,64,12,0.8421052631578947,0.15789473684210525
2021-07-27,Platelets,35,30,30,6,0.8571428571428571,0.17142857142857143
2021-07-28,Cryoprecipitate,16,15,15,1,0.9375,0.0625
2021-07-28,Fresh Frozen Plasma,35,30,30,5,0.8571428571428571,0.14285714285714285
2021-07-28,Packed RBC,106,101,101,9,0.9528301886792453,0.08490566037735849
2021-07-28,Platelets,38,34,34,4,0.8947368421052632,0.10526315789473684
2021-07-29,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-07-29,Fresh Frozen Plasma,19,19,19,0,1.0,0.0
2021-07-29,Packed RBC,82,75,75,8,0.9146341463414634,0.0975609756097561
2021-07-29,Platelets,41,38,38,4,0.926829268292683,0.0975609756097561
2021-07-30,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-07-30,Fresh Frozen Plasma,39,36,36,3,0.9230769230769231,0.07692307692307693
2021-07-30,Packed RBC,80,72,72,11,0.9,0.1375
2021-07-30,Platelets,41,38,38,4,0.926829268292683,0.0975609756097561
2021-07-31,Cryoprecipitate,13,11,11,2,0.8461538461538461,0.15384615384615385
2021-07-31,Fresh Frozen Plasma,24,21,21,3,0.875,0.125
2021-07-31,Packed RBC,70,66,66,6,0.9428571428571428,0.08571428571428572
2021-07-31,Platelets,22,19,19,3,0.8636363636363636,0.13636363636363635
2021-08-01,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2021-08-01,Fresh Frozen Plasma,21,20,20,1,0.9523809523809523,0.047619047619047616
2021-08-01,Packed RBC,70,63,63,9,0.9,0.12857142857142856
2021-08-01,Platelets,25,24,24,1,0.96,0.04
2021-08-02,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-08-02,Fresh Frozen Plasma,34,31,31,3,0.9117647058823529,0.08823529411764706
2021-08-02,Packed RBC,98,92,92,7,0.9387755102040817,0.07142857142857142
2021-08-02,Platelets,29,27,27,3,0.9310344827586207,0.10344827586206896
2021-08-03,Cryoprecipitate,14,12,12,2,0.8571428571428571,0.14285714285714285
2021-08-03,Fresh Frozen Plasma,26,24,24,2,0.9230769230769231,0.07692307692307693
2021-08-03,Packed RBC,127,110,110,20,0.8661417322834646,0.15748031496062992
2021-08-03,Platelets,36,32,32,5,0.8888888888888888,0.1388888888888889
2021-08-04,Cryoprecipitate,16,14,14,2,0.875,0.125
2021-08-04,Fresh Frozen Plasma,26,22,22,4,0.8461538461538461,0.15384615384615385
2021-08-04,Packed RBC,138,130,130,12,0.9420289855072463,0.08695652173913043
2021-08-04,Platelets,24,22,22,2,0.9166666666666666,0.08333333333333333
2021-08-05,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-08-05,Fresh Frozen Plasma,35,32,32,4,0.9142857142857143,0.11428571428571428
2021-08-05,Packed RBC,96,87,87,13,0.90625,0.13541666666666666
2021-08-05,Platelets,34,31,31,3,0.9117647058823529,0.08823529411764706
2021-08-06,Cryoprecipitate,17,16,16,1,0.9411764705882353,0.058823529411764705
2021-08-06,Fresh Frozen Plasma,31,28,28,3,0.9032258064516129,0.0967741935483871
2021-08-06,Packed RBC,130,111,111,23,0.8538461538461538,0.17692307692307693
2021-08-06,Platelets,35,30,30,6,0.8571428571428571,0.17142857142857143
2021-08-07,Cryoprecipitate,10,9,9,1,0.9,0.1
2021-08-07,Fresh Frozen Plasma,22,20,20,3,0.9090909090909091,0.13636363636363635
2021-08-07,Packed RBC,80,76,76,7,0.95,0.0875
2021-08-07,Platelets,32,28,28,4,0.875,0.125
2021-08-08,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-08-08,Fresh Frozen Plasma,27,23,23,4,0.8518518518518519,0.14814814814814814
2021-08-08,Packed RBC,56,50,50,7,0.8928571428571429,0.125
2021-08-08,Platelets,30,26,26,5,0.8666666666666667,0.16666666666666666
2021-08-09,Cryoprecipitate,19,17,17,2,0.8947368421052632,0.10526315789473684
2021-08-09,Fresh Frozen Plasma,26,23,23,3,0.8846153846153846,0.11538461538461539
2021-08-09,Packed RBC,99,94,94,6,0.9494949494949495,0.06060606060606061
2021-08-09,Platelets,34,31,31,3,0.9117647058823529,0.08823529411764706
2021-08-10,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2021-08-10,Fresh Frozen Plasma,36,32,32,5,0.8888888888888888,0.1388888888888889
2021-08-10,Packed RBC,95,90,90,6,0.9473684210526315,0.06315789473684211
2021-08-10,Platelets,28,27,27,1,0.9642857142857143,0.03571428571428571
2021-08-11,Cryoprecipitate,16,14,14,2,0.875,0.125
2021-08-11,Fresh Frozen Plasma,32,28,28,5,0.875,0.15625
2021-08-11,Packed RBC,67,61,61,7,0.9104477611940298,0.1044776119402985
2021-08-11,Platelets,35,32,32,3,0.9142857142857143,0.08571428571428572
2021-08-12,Cryoprecipitate,19,16,16,3,0.8421052631578947,0.15789473684210525
2021-08-12,Fresh Frozen Plasma,28,26,26,3,0.9285714285714286,0.10714285714285714
2021-08-12,Packed RBC,122,112,112,13,0.9180327868852459,0.10655737704918032
2021-08-12,Platelets,65,59,59,8,0.9076923076923077,0.12307692307692308
2021-08-13,Cryoprecipitate,10,10,10,0,1.0,0.0
2021-08-13,Fresh Frozen Plasma,33,29,29,4,0.8787878787878788,0.12121212121212122
2021-08-13,Packed RBC,101,89,89,15,0.8811881188118812,0.1485148514851485
2021-08-13,Platelets,45,39,39,8,0.8666666666666667,0.17777777777777778
2021-08-14,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2021-08-14,Fresh Frozen Plasma,26,25,25,2,0.9615384615384616,0.07692307692307693
2021-08-14,Packed RBC,71,62,62,10,0.8732394366197183,0.14084507042253522
2021-08-14,Platelets,20,19,19,1,0.95,0.05
2021-08-15,Cryoprecipitate,9,8,8,1,0.8888888888888888,0.1111111111111111
2021-08-15,Fresh Frozen Plasma,23,21,21,2,0.9130434782608695,0.08695652173913043
2021-08-15,Packed RBC,67,62,62,7,0.9253731343283582,0.1044776119402985
2021-08-15,Platelets,23,21,21,3,0.9130434782608695,0.13043478260869565
2021-08-16,Cryoprecipitate,16,15,15,1,0.9375,0.0625
2021-08-16,Fresh Frozen Plasma,28,27,27,1,0.9642857142857143,0.03571428571428571
2021-08-16,Packed RBC,94,80,80,17,0.851063829787234,0.18085106382978725
2021-08-16,Platelets,37,33,33,5,0.8918918918918919,0.13513513513513514
2021-08-17,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2021-08-17,Fresh Frozen Plasma,27,24,24,4,0.8888888888888888,0.14814814814814814
2021-08-17,Packed RBC,91,80,80,13,0.8791208791208791,0.14285714285714285
2021-08-17,Platelets,35,34,34,2,0.9714285714285714,0.05714285714285714
2021-08-18,Cryoprecipitate,12,12,12,0,1.0,0.0
2021-08-18,Fresh Frozen Plasma,57,55,55,2,0.9649122807017544,0.03508771929824561
2021-08-18,Packed RBC,90,86,86,6,0.9555555555555556,0.06666666666666667
2021-08-18,Platelets,36,32,32,5,0.8888888888888888,0.1388888888888889
2021-08-19,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2021-08-19,Fresh Frozen Plasma,37,33,33,4,0.8918918918918919,0.10810810810810811
2021-08-19,Packed RBC,93,79,79,17,0.8494623655913979,0.1827956989247312
2021-08-19,Platelets,44,39,39,7,0.8863636363636364,0.1590909090909091
2021-08-20,Cryoprecipitate,15,13,13,2,0.8666666666666667,0.13333333333333333
2021-08-20,Fresh Frozen Plasma,29,28,28,1,0.9655172413793104,0.034482758620689655
2021-08-20,Packed RBC,95,89,89,8,0.9368421052631579,0.08421052631578947
2021-08-20,Platelets,40,38,38,3,0.95,0.075
2021-08-21,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2021-08-21,Fresh Frozen Plasma,23,21,21,2,0.9130434782608695,0.08695652173913043
2021-08-21,Packed RBC,82,71,71,13,0.8658536585365854,0.15853658536585366
2021-08-21,Platelets,29,25,25,5,0.8620689655172413,0.1724137931034483
2021-08-22,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-08-22,Fresh Frozen Plasma,16,15,15,1,0.9375,0.0625
2021-08-22,Packed RBC,64,58,58,8,0.90625,0.125
2021-08-22,Platelets,24,21,21,3,0.875,0.125
2021-08-23,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2021-08-23,Fresh Frozen Plasma,25,24,24,1,0.96,0.04
2021-08-23,Packed RBC,92,80,80,13,0.8695652173913043,0.14130434782608695
2021-08-23,Platelets,43,38,38,7,0.8837209302325582,0.16279069767441862
2021-08-24,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-08-24,Fresh Frozen Plasma,30,26,26,4,0.8666666666666667,0.13333333333333333
2021-08-24,Packed RBC,76,73,73,6,0.9605263157894737,0.07894736842105263
2021-08-24,Platelets,34,32,32,2,0.9411764705882353,0.058823529411764705
2021-08-25,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2021-08-25,Fresh Frozen Plasma,28,27,27,1,0.9642857142857143,0.03571428571428571
2021-08-25,Packed RBC,90,79,79,14,0.8777777777777778,0.15555555555555556
2021-08-25,Platelets,38,32,32,7,0.8421052631578947,0.18421052631578946
2021-08-26,Cryoprecipitate,17,15,15,2,0.8823529411764706,0.11764705882352941
2021-08-26,Fresh Frozen Plasma,33,31,31,3,0.9393939393939394,0.09090909090909091
2021-08-26,Packed RBC,68,64,64,6,0.9411764705882353,0.08823529411764706
2021-08-26,Platelets,46,39,39,8,0.8478260869565217,0.17391304347826086
2021-08-27,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2021-08-27,Fresh Frozen Plasma,24,22,22,3,0.9166666666666666,0.125
2021-08-27,Packed RBC,228,211,211,26,0.9254385964912281,0.11403508771929824
2021-08-27,Platelets,28,24,24,4,0.8571428571428571,0.14285714285714285
2021-08-28,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2021-08-28,Fresh Frozen Plasma,30,27,27,4,0.9,0.13333333333333333
2021-08-28,Packed RBC,58,54,54,5,0.9310344827586207,0.08620689655172414
2021-08-28,Platelets,22,20,20,2,0.9090909090909091,0.09090909090909091
2021-08-29,Cryoprecipitate,12,11,11,1,0.9166666666666666,0.08333333333333333
2021-08-29,Fresh Frozen Plasma,24,22,22,2,0.9166666666666666,0.08333333333333333
2021-08-29,Packed RBC,67,60,60,9,0.8955223880597015,0.13432835820895522
2021-08-29,Platelets,21,19,19,2,0.9047619047619048,0.09523809523809523
2021-08-30,Cryoprecipitate,17,16,16,1,0.9411764705882353,0.058823529411764705
2021-08-30,Fresh Frozen Plasma,29,25,25,4,0.8620689655172413,0.13793103448275862
2021-08-30,Packed RBC,65,57,57,10,0.8769230769230769,0.15384615384615385
2021-08-30,Platelets,27,26,26,1,0.9629629629629629,0.037037037037037035
2021-08-31,Cryoprecipitate,15,14,14,1,0.9333333333333333,0.06666666666666667
2021-08-31,Fresh Frozen Plasma,32,31,31,1,0.96875,0.03125
2021-08-31,Packed RBC,116,98,98,20,0.8448275862068966,0.1724137931034483
2021-08-31,Platelets,30,28,28,2,0.9333333333333333,0.06666666666666667
2021-09-01,Cryoprecipitate,17,15,15,2,0.8823529411764706,0.11764705882352941
2021-09-01,Fresh Frozen Plasma,25,23,23,2,0.92,0.08
2021-09-01,Packed RBC,92,85,85,9,0.9239130434782609,0.09782608695652174
2021-09-01,Platelets,30,28,28,3,0.9333333333333333,0.1
2021-09-02,Cryoprecipitate,18,17,17,1,0.9444444444444444,0.05555555555555555
2021-09-02,Fresh Frozen Plasma,22,20,20,3,0.9090909090909091,0.13636363636363635
2021-09-02,Packed RBC,110,97,97,17,0.8818181818181818,0.15454545454545454
2021-09-02,Platelets,31,27,27,4,0.8709677419354839,0.12903225806451613
2021-09-03,Cryoprecipitate,10,10,10,0,1.0,0.0
2021-09-03,Fresh Frozen Plasma,27,26,26,1,0.9629629629629629,0.037037037037037035
2021-09-03,Packed RBC,83,73,73,12,0.8795180722891566,0.14457831325301204
2021-09-03,Platelets,29,25,25,4,0.8620689655172413,0.13793103448275862
2021-09-04,Cryoprecipitate,9,9,9,0,1.0,0.0
2021-09-04,Fresh Frozen Plasma,22,19,19,3,0.8636363636363636,0.13636363636363635
2021-09-04,Packed RBC,60,55,55,5,0.9166666666666666,0.08333333333333333
2021-09-04,Platelets,26,23,23,3,0.8846153846153846,0.11538461538461539
2021-09-05,Cryoprecipitate,8,8,8,0,1.0,0.0
2021-09-05,Fresh Frozen Plasma,17,15,15,2,0.8823529411764706,0.11764705882352941
2021-09-05,Packed RBC,59,57,57,4,0.9661016949152542,0.06779661016949153
2021-09-05,Platelets,20,19,19,1,0.95,0.05
2021-09-06,Cryoprecipitate,13,13,13,0,1.0,0.0
2021-09-06,Fresh Frozen Plasma,22,21,21,1,0.9545454545454546,0.045454545454545456
2021-09-06,Packed RBC,69,64,64,6,0.927536231884058,0.08695652173913043
2021-09-06,Platelets,30,28,28,2,0.9333333333333333,0.06666666666666667
2021-09-07,Cryoprecipitate,17,15,15,2,0.8823529411764706,0.11764705882352941
2021-09-07,Fresh Frozen Plasma,20,18,18,2,0.9,0.1
2021-09-07,Packed RBC,90,84,84,9,0.9333333333333333,0.1
2021-09-07,Platelets,27,26,26,1,0.9629629629629629,0.037037037037037035
2021-09-08,Cryoprecipitate,15,13,13,2,0.8666666666666667,0.13333333333333333
2021-09-08,Fresh Frozen Plasma,28,26,26,2,0.9285714285714286,0.07142857142857142
2021-09-08,Packed RBC,82,70,70,15,0.8536585365853658,0.18292682926829268
2021-09-08,Platelets,34,32,32,3,0.9411764705882353,0.08823529411764706
2021-09-09,Cryoprecipitate,14,12,12,2,0.8571428571428571,0.14285714285714285
2021-09-09,Fresh Frozen Plasma,35,32,32,4,0.9142857142857143,0.11428571428571428
2021-09-09,Packed RBC,82,78,78,7,0.9512195121951219,0.08536585365853659
2021-09-09,Platelets,32,30,30,2,0.9375,0.0625
2021-09-10,Cryoprecipitate,13,12,12,1,0.9230769230769231,0.07692307692307693
2021-09-10,Fresh Frozen Plasma,19,18,18,1,0.9473684210526315,0.05263157894736842
2021-09-10,Packed RBC,73,67,67,8,0.9178082191780822,0.1095890410958904
2021-09-10,Platelets,36,31,31,6,0.8611111111111112,0.16666666666666666
2021-09-11,Cryoprecipitate,9,9,9,0,1.0,0.0
2021-09-11,Fresh Frozen Plasma,18,16,16,2,0.8888888888888888,0.1111111111111111
2021-09-11,Packed RBC,84,72,72,13,0.8571428571428571,0.15476190476190477
2021-09-11,Platelets,26,23,23,3,0.8846153846153846,0.11538461538461539
2021-09-12,Cryoprecipitate,10,9,9,1,0.9,0.1
2021-09-12,Fresh Frozen Plasma,23,20,20,3,0.8695652173913043,0.13043478260869565
2021-09-12,Packed RBC,73,67,67,8,0.9178082191780822,0.1095890410958904
2021-09-12,Platelets,19,17,17,2,0.8947368421052632,0.10526315789473684
2021-09-13,Cryoprecipitate,13,13,13,0,1.0,0.0
2021-09-13,Fresh Frozen Plasma,20,18,18,2,0.9,0.1
2021-09-13,Packed RBC,90,76,76,16,0.8444444444444444,0.17777777777777778
2021-09-13,Platelets,25,23,23,2,0.92,0.08
2021-09-14,Cryoprecipitate,15,14,14,1,0.9333333333333333,0.06666666666666667
2021-09-14,Fresh Frozen Plasma,35,30,30,6,0.8571428571428571,0.17142857142857143
2021-09-14,Packed RBC,121,102,102,21,0.8429752066115702,0.17355371900826447
2021-09-14,Platelets,33,30,30,4,0.9090909090909091,0.12121212121212122
2021-09-15,Cryoprecipitate,10,10,10,0,1.0,0.0
2021-09-15,Fresh Frozen Plasma,22,19,19,3,0.8636363636363636,0.13636363636363635
2021-09-15,Packed RBC,90,79,79,13,0.8777777777777778,0.14444444444444443
2021-09-15,Platelets,30,27,27,3,0.9,0.1
2021-09-16,Cryoprecipitate,13,13,13,0,1.0,0.0
2021-09-16,Fresh Frozen Plasma,28,25,25,4,0.8928571428571429,0.14285714285714285
2021-09-16,Packed RBC,89,81,81,9,0.9101123595505618,0.10112359550561797
2021-09-16,Platelets,35,34,34,2,0.9714285714285714,0.05714285714285714
2021-09-17,Cryoprecipitate,14,13,13,1,0.9285714285714286,0.07142857142857142
2021-09-17,Fresh Frozen Plasma,30,27,27,3,0.9,0.1
2021-09-17,Packed RBC,89,80,80,12,0.898876404494382,0.1348314606741573
2021-09-17,Platelets,31,28,28,4,0.9032258064516129,0.12903225806451613
2021-09-18,Cryoprecipitate,11,10,10,1,0.9090909090909091,0.09090909090909091
2021-09-18,Fresh Frozen Plasma,22,19,19,3,0.8636363636363636,0.13636363636363635
2021-09-18,Packed RBC,69,60,60,11,0.8695652173913043,0.15942028985507245
2021-09-18,Platelets,31,28,28,3,0.9032258064516129,0.0967741935483871
2021-09-19,Cryoprecipitate,10,10,10,0,1.0,0.0
