date,component,blood_type,demand_units,day_of_week,month,is_weekend,is_holiday_season
2021-11-03,Packed RBC,B-,1,2,11,0,1
2021-11-03,Packed RBC,AB-,2,2,11,0,1
2021-11-03,Platelets,O+,11,2,11,0,1
2021-11-03,Platelets,A+,7,2,11,0,1
2021-11-03,Platelets,B+,5,2,11,0,1
2021-11-03,Platelets,AB+,2,2,11,0,1
2021-11-03,Platelets,O-,1,2,11,0,1
2021-11-03,Platelets,A-,1,2,11,0,1
2021-11-03,Platelets,B-,2,2,11,0,1
2021-11-03,Platelets,AB-,1,2,11,0,1
2021-11-03,Fresh Frozen Plasma,O+,10,2,11,0,1
2021-11-03,Fresh Frozen Plasma,A+,7,2,11,0,1
2021-11-03,Fresh Frozen Plasma,B+,4,2,11,0,1
2021-11-03,Fresh Frozen Plasma,AB+,1,2,11,0,1
2021-11-03,Fresh Frozen Plasma,O-,1,2,11,0,1
2021-11-03,Fresh Frozen Plasma,A-,1,2,11,0,1
2021-11-03,Fresh Frozen Plasma,B-,1,2,11,0,1
2021-11-03,Fresh Frozen Plasma,AB-,1,2,11,0,1
2021-11-03,Cryoprecipitate,O+,4,2,11,0,1
2021-11-03,Cryoprecipitate,A+,1,2,11,0,1
2021-11-03,Cryoprecipitate,B+,2,2,11,0,1
2021-11-03,Cryoprecipitate,AB+,1,2,11,0,1
2021-11-03,Cryoprecipitate,O-,1,2,11,0,1
2021-11-03,Cryoprecipitate,A-,1,2,11,0,1
2021-11-03,Cryoprecipitate,B-,1,2,11,0,1
2021-11-03,Cryoprecipitate,AB-,1,2,11,0,1
2021-11-04,Packed RBC,O+,32,3,11,0,1
2021-11-04,Packed RBC,A+,25,3,11,0,1
2021-11-04,Packed RBC,B+,17,3,11,0,1
2021-11-04,Packed RBC,AB+,4,3,11,0,1
2021-11-04,Packed RBC,O-,5,3,11,0,1
2021-11-04,Packed RBC,A-,1,3,11,0,1
2021-11-04,Packed RBC,B-,1,3,11,0,1
2021-11-04,Packed RBC,AB-,2,3,11,0,1
2021-11-04,Platelets,O+,12,3,11,0,1
2021-11-04,Platelets,A+,9,3,11,0,1
2021-11-04,Platelets,B+,7,3,11,0,1
2021-11-04,Platelets,AB+,2,3,11,0,1
2021-11-04,Platelets,O-,1,3,11,0,1
2021-11-04,Platelets,A-,1,3,11,0,1
2021-11-04,Platelets,B-,1,3,11,0,1
2021-11-04,Platelets,AB-,1,3,11,0,1
2021-11-04,Fresh Frozen Plasma,O+,9,3,11,0,1
2021-11-04,Fresh Frozen Plasma,A+,6,3,11,0,1
2021-11-04,Fresh Frozen Plasma,B+,3,3,11,0,1
2021-11-04,Fresh Frozen Plasma,AB+,1,3,11,0,1
2021-11-04,Fresh Frozen Plasma,O-,2,3,11,0,1
2021-11-04,Fresh Frozen Plasma,A-,1,3,11,0,1
2021-11-04,Fresh Frozen Plasma,B-,1,3,11,0,1
2021-11-04,Fresh Frozen Plasma,AB-,1,3,11,0,1
2021-11-04,Cryoprecipitate,O+,3,3,11,0,1
2021-11-04,Cryoprecipitate,A+,3,3,11,0,1
2021-11-04,Cryoprecipitate,B+,2,3,11,0,1
2021-11-04,Cryoprecipitate,AB+,1,3,11,0,1
2021-11-04,Cryoprecipitate,O-,1,3,11,0,1
2021-11-04,Cryoprecipitate,A-,1,3,11,0,1
2021-11-04,Cryoprecipitate,B-,1,3,11,0,1
2021-11-04,Cryoprecipitate,AB-,1,3,11,0,1
2021-11-05,Packed RBC,O+,23,4,11,0,1
2021-11-05,Packed RBC,A+,19,4,11,0,1
2021-11-05,Packed RBC,B+,13,4,11,0,1
2021-11-05,Packed RBC,AB+,4,4,11,0,1
2021-11-05,Packed RBC,O-,2,4,11,0,1
2021-11-05,Packed RBC,A-,1,4,11,0,1
2021-11-05,Packed RBC,B-,1,4,11,0,1
2021-11-05,Packed RBC,AB-,1,4,11,0,1
2021-11-05,Platelets,O+,7,4,11,0,1
2021-11-05,Platelets,A+,3,4,11,0,1
2021-11-05,Platelets,B+,4,4,11,0,1
2021-11-05,Platelets,AB+,1,4,11,0,1
2021-11-05,Platelets,O-,1,4,11,0,1
2021-11-05,Platelets,A-,1,4,11,0,1
2021-11-05,Platelets,B-,1,4,11,0,1
2021-11-05,Platelets,AB-,1,4,11,0,1
2021-11-05,Fresh Frozen Plasma,O+,9,4,11,0,1
2021-11-05,Fresh Frozen Plasma,A+,6,4,11,0,1
2021-11-05,Fresh Frozen Plasma,B+,4,4,11,0,1
2021-11-05,Fresh Frozen Plasma,AB+,1,4,11,0,1
2021-11-05,Fresh Frozen Plasma,O-,3,4,11,0,1
2021-11-05,Fresh Frozen Plasma,A-,1,4,11,0,1
2021-11-05,Fresh Frozen Plasma,B-,1,4,11,0,1
2021-11-05,Fresh Frozen Plasma,AB-,1,4,11,0,1
2021-11-05,Cryoprecipitate,O+,2,4,11,0,1
2021-11-05,Cryoprecipitate,A+,3,4,11,0,1
2021-11-05,Cryoprecipitate,B+,1,4,11,0,1
2021-11-05,Cryoprecipitate,AB+,1,4,11,0,1
2021-11-05,Cryoprecipitate,O-,1,4,11,0,1
2021-11-05,Cryoprecipitate,A-,1,4,11,0,1
2021-11-05,Cryoprecipitate,B-,1,4,11,0,1
2021-11-05,Cryoprecipitate,AB-,1,4,11,0,1
2021-11-06,Packed RBC,O+,18,5,11,1,1
2021-11-06,Packed RBC,A+,14,5,11,1,1
2021-11-06,Packed RBC,B+,11,5,11,1,1
2021-11-06,Packed RBC,AB+,2,5,11,1,1
2021-11-06,Packed RBC,O-,4,5,11,1,1
2021-11-06,Packed RBC,A-,2,5,11,1,1
2021-11-06,Packed RBC,B-,1,5,11,1,1
2021-11-06,Packed RBC,AB-,1,5,11,1,1
2021-11-06,Platelets,O+,8,5,11,1,1
2021-11-06,Platelets,A+,6,5,11,1,1
2021-11-06,Platelets,B+,3,5,11,1,1
2021-11-06,Platelets,AB+,1,5,11,1,1
2021-11-06,Platelets,O-,1,5,11,1,1
2021-11-06,Platelets,A-,1,5,11,1,1
2021-11-06,Platelets,B-,1,5,11,1,1
2021-11-06,Platelets,AB-,1,5,11,1,1
2021-11-06,Fresh Frozen Plasma,O+,5,5,11,1,1
2021-11-06,Fresh Frozen Plasma,A+,4,5,11,1,1
2021-11-06,Fresh Frozen Plasma,B+,3,5,11,1,1
2021-11-06,Fresh Frozen Plasma,AB+,1,5,11,1,1
2021-11-06,Fresh Frozen Plasma,O-,1,5,11,1,1
2021-11-06,Fresh Frozen Plasma,A-,1,5,11,1,1
2021-11-06,Fresh Frozen Plasma,B-,1,5,11,1,1
2021-11-06,Fresh Frozen Plasma,AB-,1,5,11,1,1
2021-11-06,Cryoprecipitate,O+,1,5,11,1,1
2021-11-06,Cryoprecipitate,A+,3,5,11,1,1
2021-11-06,Cryoprecipitate,B+,3,5,11,1,1
2021-11-06,Cryoprecipitate,AB+,1,5,11,1,1
2021-11-06,Cryoprecipitate,O-,1,5,11,1,1
2021-11-06,Cryoprecipitate,A-,1,5,11,1,1
2021-11-06,Cryoprecipitate,B-,1,5,11,1,1
2021-11-06,Cryoprecipitate,AB-,1,5,11,1,1
2021-11-07,Packed RBC,O+,22,6,11,1,1
2021-11-07,Packed RBC,A+,17,6,11,1,1
2021-11-07,Packed RBC,B+,12,6,11,1,1
2021-11-07,Packed RBC,AB+,2,6,11,1,1
2021-11-07,Packed RBC,O-,1,6,11,1,1
2021-11-07,Packed RBC,A-,1,6,11,1,1
2021-11-07,Packed RBC,B-,1,6,11,1,1
2021-11-07,Packed RBC,AB-,1,6,11,1,1
2021-11-07,Platelets,O+,6,6,11,1,1
2021-11-07,Platelets,A+,5,6,11,1,1
2021-11-07,Platelets,B+,4,6,11,1,1
2021-11-07,Platelets,AB+,1,6,11,1,1
2021-11-07,Platelets,O-,3,6,11,1,1
2021-11-07,Platelets,A-,1,6,11,1,1
2021-11-07,Platelets,B-,1,6,11,1,1
2021-11-07,Platelets,AB-,1,6,11,1,1
2021-11-07,Fresh Frozen Plasma,O+,5,6,11,1,1
2021-11-07,Fresh Frozen Plasma,A+,4,6,11,1,1
2021-11-07,Fresh Frozen Plasma,B+,4,6,11,1,1
2021-11-07,Fresh Frozen Plasma,AB+,1,6,11,1,1
2021-11-07,Fresh Frozen Plasma,O-,1,6,11,1,1
2021-11-07,Fresh Frozen Plasma,A-,1,6,11,1,1
2021-11-07,Fresh Frozen Plasma,B-,1,6,11,1,1
2021-11-07,Fresh Frozen Plasma,AB-,1,6,11,1,1
2021-11-07,Cryoprecipitate,O+,3,6,11,1,1
2021-11-07,Cryoprecipitate,A+,1,6,11,1,1
2021-11-07,Cryoprecipitate,B+,3,6,11,1,1
2021-11-07,Cryoprecipitate,AB+,1,6,11,1,1
2021-11-07,Cryoprecipitate,O-,1,6,11,1,1
2021-11-07,Cryoprecipitate,A-,1,6,11,1,1
2021-11-07,Cryoprecipitate,B-,1,6,11,1,1
2021-11-07,Cryoprecipitate,AB-,1,6,11,1,1
2021-11-08,Packed RBC,O+,24,0,11,0,1
2021-11-08,Packed RBC,A+,17,0,11,0,1
2021-11-08,Packed RBC,B+,14,0,11,0,1
2021-11-08,Packed RBC,AB+,2,0,11,0,1
2021-11-08,Packed RBC,O-,3,0,11,0,1
2021-11-08,Packed RBC,A-,1,0,11,0,1
2021-11-08,Packed RBC,B-,1,0,11,0,1
2021-11-08,Packed RBC,AB-,1,0,11,0,1
2021-11-08,Platelets,O+,11,0,11,0,1
2021-11-08,Platelets,A+,10,0,11,0,1
2021-11-08,Platelets,B+,5,0,11,0,1
2021-11-08,Platelets,AB+,1,0,11,0,1
2021-11-08,Platelets,O-,1,0,11,0,1
2021-11-08,Platelets,A-,1,0,11,0,1
2021-11-08,Platelets,B-,1,0,11,0,1
2021-11-08,Platelets,AB-,1,0,11,0,1
2021-11-08,Fresh Frozen Plasma,O+,10,0,11,0,1
2021-11-08,Fresh Frozen Plasma,A+,6,0,11,0,1
2021-11-08,Fresh Frozen Plasma,B+,4,0,11,0,1
2021-11-08,Fresh Frozen Plasma,AB+,1,0,11,0,1
2021-11-08,Fresh Frozen Plasma,O-,3,0,11,0,1
2021-11-08,Fresh Frozen Plasma,A-,1,0,11,0,1
2021-11-08,Fresh Frozen Plasma,B-,1,0,11,0,1
2021-11-08,Fresh Frozen Plasma,AB-,1,0,11,0,1
2021-11-08,Cryoprecipitate,O+,2,0,11,0,1
2021-11-08,Cryoprecipitate,A+,1,0,11,0,1
2021-11-08,Cryoprecipitate,B+,1,0,11,0,1
2021-11-08,Cryoprecipitate,AB+,1,0,11,0,1
2021-11-08,Cryoprecipitate,O-,1,0,11,0,1
2021-11-08,Cryoprecipitate,A-,1,0,11,0,1
2021-11-08,Cryoprecipitate,B-,1,0,11,0,1
2021-11-08,Cryoprecipitate,AB-,1,0,11,0,1
2021-11-09,Packed RBC,O+,27,1,11,0,1
2021-11-09,Packed RBC,A+,21,1,11,0,1
2021-11-09,Packed RBC,B+,15,1,11,0,1
2021-11-09,Packed RBC,AB+,3,1,11,0,1
2021-11-09,Packed RBC,O-,3,1,11,0,1
2021-11-09,Packed RBC,A-,1,1,11,0,1
2021-11-09,Packed RBC,B-,1,1,11,0,1
2021-11-09,Packed RBC,AB-,1,1,11,0,1
2021-11-09,Platelets,O+,12,1,11,0,1
2021-11-09,Platelets,A+,10,1,11,0,1
2021-11-09,Platelets,B+,7,1,11,0,1
2021-11-09,Platelets,AB+,3,1,11,0,1
2021-11-09,Platelets,O-,3,1,11,0,1
2021-11-09,Platelets,A-,1,1,11,0,1
2021-11-09,Platelets,B-,1,1,11,0,1
2021-11-09,Platelets,AB-,1,1,11,0,1
2021-11-09,Fresh Frozen Plasma,O+,9,1,11,0,1
2021-11-09,Fresh Frozen Plasma,A+,4,1,11,0,1
2021-11-09,Fresh Frozen Plasma,B+,2,1,11,0,1
2021-11-09,Fresh Frozen Plasma,AB+,1,1,11,0,1
2021-11-09,Fresh Frozen Plasma,O-,1,1,11,0,1
2021-11-09,Fresh Frozen Plasma,A-,1,1,11,0,1
2021-11-09,Fresh Frozen Plasma,B-,2,1,11,0,1
2021-11-09,Fresh Frozen Plasma,AB-,1,1,11,0,1
2021-11-09,Cryoprecipitate,O+,1,1,11,0,1
2021-11-09,Cryoprecipitate,A+,1,1,11,0,1
2021-11-09,Cryoprecipitate,B+,1,1,11,0,1
2021-11-09,Cryoprecipitate,AB+,1,1,11,0,1
2021-11-09,Cryoprecipitate,O-,1,1,11,0,1
2021-11-09,Cryoprecipitate,A-,1,1,11,0,1
2021-11-09,Cryoprecipitate,B-,1,1,11,0,1
2021-11-09,Cryoprecipitate,AB-,1,1,11,0,1
2021-11-10,Packed RBC,O+,17,2,11,0,1
2021-11-10,Packed RBC,A+,13,2,11,0,1
2021-11-10,Packed RBC,B+,9,2,11,0,1
2021-11-10,Packed RBC,AB+,2,2,11,0,1
2021-11-10,Packed RBC,O-,3,2,11,0,1
2021-11-10,Packed RBC,A-,2,2,11,0,1
2021-11-10,Packed RBC,B-,1,2,11,0,1
2021-11-10,Packed RBC,AB-,1,2,11,0,1
2021-11-10,Platelets,O+,9,2,11,0,1
2021-11-10,Platelets,A+,6,2,11,0,1
2021-11-10,Platelets,B+,4,2,11,0,1
2021-11-10,Platelets,AB+,1,2,11,0,1
2021-11-10,Platelets,O-,1,2,11,0,1
2021-11-10,Platelets,A-,1,2,11,0,1
2021-11-10,Platelets,B-,1,2,11,0,1
2021-11-10,Platelets,AB-,1,2,11,0,1
2021-11-10,Fresh Frozen Plasma,O+,10,2,11,0,1
2021-11-10,Fresh Frozen Plasma,A+,7,2,11,0,1
2021-11-10,Fresh Frozen Plasma,B+,5,2,11,0,1
2021-11-10,Fresh Frozen Plasma,AB+,1,2,11,0,1
2021-11-10,Fresh Frozen Plasma,O-,1,2,11,0,1
2021-11-10,Fresh Frozen Plasma,A-,1,2,11,0,1
2021-11-10,Fresh Frozen Plasma,B-,1,2,11,0,1
2021-11-10,Fresh Frozen Plasma,AB-,1,2,11,0,1
2021-11-10,Cryoprecipitate,O+,3,2,11,0,1
2021-11-10,Cryoprecipitate,A+,3,2,11,0,1
2021-11-10,Cryoprecipitate,B+,2,2,11,0,1
2021-11-10,Cryoprecipitate,AB+,1,2,11,0,1
2021-11-10,Cryoprecipitate,O-,1,2,11,0,1
2021-11-10,Cryoprecipitate,A-,1,2,11,0,1
2021-11-10,Cryoprecipitate,B-,1,2,11,0,1
2021-11-10,Cryoprecipitate,AB-,1,2,11,0,1
2021-11-11,Packed RBC,O+,25,3,11,0,1
2021-11-11,Packed RBC,A+,20,3,11,0,1
2021-11-11,Packed RBC,B+,13,3,11,0,1
2021-11-11,Packed RBC,AB+,4,3,11,0,1
2021-11-11,Packed RBC,O-,5,3,11,0,1
2021-11-11,Packed RBC,A-,1,3,11,0,1
2021-11-11,Packed RBC,B-,1,3,11,0,1
2021-11-11,Packed RBC,AB-,1,3,11,0,1
2021-11-11,Platelets,O+,8,3,11,0,1
2021-11-11,Platelets,A+,5,3,11,0,1
2021-11-11,Platelets,B+,4,3,11,0,1
2021-11-11,Platelets,AB+,1,3,11,0,1
2021-11-11,Platelets,O-,2,3,11,0,1
2021-11-11,Platelets,A-,2,3,11,0,1
2021-11-11,Platelets,B-,1,3,11,0,1
2021-11-11,Platelets,AB-,1,3,11,0,1
2021-11-11,Fresh Frozen Plasma,O+,7,3,11,0,1
2021-11-11,Fresh Frozen Plasma,A+,6,3,11,0,1
2021-11-11,Fresh Frozen Plasma,B+,3,3,11,0,1
2021-11-11,Fresh Frozen Plasma,AB+,1,3,11,0,1
2021-11-11,Fresh Frozen Plasma,O-,2,3,11,0,1
2021-11-11,Fresh Frozen Plasma,A-,1,3,11,0,1
2021-11-11,Fresh Frozen Plasma,B-,1,3,11,0,1
2021-11-11,Fresh Frozen Plasma,AB-,1,3,11,0,1
2021-11-11,Cryoprecipitate,O+,3,3,11,0,1
2021-11-11,Cryoprecipitate,A+,1,3,11,0,1
2021-11-11,Cryoprecipitate,B+,1,3,11,0,1
2021-11-11,Cryoprecipitate,AB+,1,3,11,0,1
2021-11-11,Cryoprecipitate,O-,1,3,11,0,1
2021-11-11,Cryoprecipitate,A-,1,3,11,0,1
2021-11-11,Cryoprecipitate,B-,1,3,11,0,1
2021-11-11,Cryoprecipitate,AB-,1,3,11,0,1
2021-11-12,Packed RBC,O+,36,4,11,0,1
2021-11-12,Packed RBC,A+,27,4,11,0,1
2021-11-12,Packed RBC,B+,19,4,11,0,1
2021-11-12,Packed RBC,AB+,4,4,11,0,1
2021-11-12,Packed RBC,O-,6,4,11,0,1
2021-11-12,Packed RBC,A-,3,4,11,0,1
2021-11-12,Packed RBC,B-,1,4,11,0,1
2021-11-12,Packed RBC,AB-,1,4,11,0,1
2021-11-12,Platelets,O+,12,4,11,0,1
2021-11-12,Platelets,A+,8,4,11,0,1
2021-11-12,Platelets,B+,6,4,11,0,1
2021-11-12,Platelets,AB+,1,4,11,0,1
2021-11-12,Platelets,O-,1,4,11,0,1
2021-11-12,Platelets,A-,1,4,11,0,1
2021-11-12,Platelets,B-,1,4,11,0,1
2021-11-12,Platelets,AB-,1,4,11,0,1
2021-11-12,Fresh Frozen Plasma,O+,6,4,11,0,1
2021-11-12,Fresh Frozen Plasma,A+,4,4,11,0,1
2021-11-12,Fresh Frozen Plasma,B+,3,4,11,0,1
2021-11-12,Fresh Frozen Plasma,AB+,1,4,11,0,1
2021-11-12,Fresh Frozen Plasma,O-,1,4,11,0,1
2021-11-12,Fresh Frozen Plasma,A-,1,4,11,0,1
2021-11-12,Fresh Frozen Plasma,B-,1,4,11,0,1
2021-11-12,Fresh Frozen Plasma,AB-,1,4,11,0,1
2021-11-12,Cryoprecipitate,O+,3,4,11,0,1
2021-11-12,Cryoprecipitate,A+,5,4,11,0,1
2021-11-12,Cryoprecipitate,B+,1,4,11,0,1
2021-11-12,Cryoprecipitate,AB+,1,4,11,0,1
2021-11-12,Cryoprecipitate,O-,1,4,11,0,1
2021-11-12,Cryoprecipitate,A-,1,4,11,0,1
2021-11-12,Cryoprecipitate,B-,1,4,11,0,1
2021-11-12,Cryoprecipitate,AB-,1,4,11,0,1
2021-11-13,Packed RBC,O+,21,5,11,1,1
2021-11-13,Packed RBC,A+,16,5,11,1,1
2021-11-13,Packed RBC,B+,10,5,11,1,1
2021-11-13,Packed RBC,AB+,2,5,11,1,1
2021-11-13,Packed RBC,O-,2,5,11,1,1
2021-11-13,Packed RBC,A-,2,5,11,1,1
2021-11-13,Packed RBC,B-,1,5,11,1,1
2021-11-13,Packed RBC,AB-,1,5,11,1,1
2021-11-13,Platelets,O+,5,5,11,1,1
2021-11-13,Platelets,A+,3,5,11,1,1
2021-11-13,Platelets,B+,2,5,11,1,1
2021-11-13,Platelets,AB+,1,5,11,1,1
2021-11-13,Platelets,O-,2,5,11,1,1
2021-11-13,Platelets,A-,1,5,11,1,1
2021-11-13,Platelets,B-,1,5,11,1,1
2021-11-13,Platelets,AB-,1,5,11,1,1
2021-11-13,Fresh Frozen Plasma,O+,6,5,11,1,1
2021-11-13,Fresh Frozen Plasma,A+,5,5,11,1,1
2021-11-13,Fresh Frozen Plasma,B+,3,5,11,1,1
2021-11-13,Fresh Frozen Plasma,AB+,1,5,11,1,1
2021-11-13,Fresh Frozen Plasma,O-,1,5,11,1,1
2021-11-13,Fresh Frozen Plasma,A-,1,5,11,1,1
2021-11-13,Fresh Frozen Plasma,B-,1,5,11,1,1
2021-11-13,Fresh Frozen Plasma,AB-,1,5,11,1,1
2021-11-13,Cryoprecipitate,O+,1,5,11,1,1
2021-11-13,Cryoprecipitate,A+,3,5,11,1,1
2021-11-13,Cryoprecipitate,B+,1,5,11,1,1
2021-11-13,Cryoprecipitate,AB+,1,5,11,1,1
2021-11-13,Cryoprecipitate,O-,1,5,11,1,1
2021-11-13,Cryoprecipitate,A-,1,5,11,1,1
2021-11-13,Cryoprecipitate,B-,1,5,11,1,1
2021-11-13,Cryoprecipitate,AB-,1,5,11,1,1
2021-11-14,Packed RBC,O+,22,6,11,1,1
2021-11-14,Packed RBC,A+,16,6,11,1,1
2021-11-14,Packed RBC,B+,12,6,11,1,1
2021-11-14,Packed RBC,AB+,4,6,11,1,1
2021-11-14,Packed RBC,O-,4,6,11,1,1
2021-11-14,Packed RBC,A-,1,6,11,1,1
2021-11-14,Packed RBC,B-,1,6,11,1,1
2021-11-14,Packed RBC,AB-,1,6,11,1,1
2021-11-14,Platelets,O+,6,6,11,1,1
2021-11-14,Platelets,A+,4,6,11,1,1
2021-11-14,Platelets,B+,3,6,11,1,1
2021-11-14,Platelets,AB+,2,6,11,1,1
2021-11-14,Platelets,O-,1,6,11,1,1
2021-11-14,Platelets,A-,1,6,11,1,1
2021-11-14,Platelets,B-,1,6,11,1,1
2021-11-14,Platelets,AB-,1,6,11,1,1
2021-11-14,Fresh Frozen Plasma,O+,5,6,11,1,1
2021-11-14,Fresh Frozen Plasma,A+,2,6,11,1,1
2021-11-14,Fresh Frozen Plasma,B+,1,6,11,1,1
2021-11-14,Fresh Frozen Plasma,AB+,1,6,11,1,1
2021-11-14,Fresh Frozen Plasma,O-,1,6,11,1,1
2021-11-14,Fresh Frozen Plasma,A-,1,6,11,1,1
2021-11-14,Fresh Frozen Plasma,B-,2,6,11,1,1
2021-11-14,Fresh Frozen Plasma,AB-,1,6,11,1,1
2021-11-14,Cryoprecipitate,O+,1,6,11,1,1
2021-11-14,Cryoprecipitate,A+,2,6,11,1,1
2021-11-14,Cryoprecipitate,B+,1,6,11,1,1
2021-11-14,Cryoprecipitate,AB+,1,6,11,1,1
2021-11-14,Cryoprecipitate,O-,1,6,11,1,1
2021-11-14,Cryoprecipitate,A-,1,6,11,1,1
2021-11-14,Cryoprecipitate,B-,1,6,11,1,1
2021-11-14,Cryoprecipitate,AB-,1,6,11,1,1
2021-11-15,Packed RBC,O+,37,0,11,0,1
2021-11-15,Packed RBC,A+,29,0,11,0,1
2021-11-15,Packed RBC,B+,18,0,11,0,1
2021-11-15,Packed RBC,AB+,4,0,11,0,1
2021-11-15,Packed RBC,O-,5,0,11,0,1
2021-11-15,Packed RBC,A-,1,0,11,0,1
2021-11-15,Packed RBC,B-,1,0,11,0,1
2021-11-15,Packed RBC,AB-,1,0,11,0,1
2021-11-15,Platelets,O+,11,0,11,0,1
2021-11-15,Platelets,A+,8,0,11,0,1
2021-11-15,Platelets,B+,6,0,11,0,1
2021-11-15,Platelets,AB+,1,0,11,0,1
2021-11-15,Platelets,O-,1,0,11,0,1
2021-11-15,Platelets,A-,1,0,11,0,1
2021-11-15,Platelets,B-,1,0,11,0,1
2021-11-15,Platelets,AB-,1,0,11,0,1
2021-11-15,Fresh Frozen Plasma,O+,12,0,11,0,1
2021-11-15,Fresh Frozen Plasma,A+,8,0,11,0,1
2021-11-15,Fresh Frozen Plasma,B+,6,0,11,0,1
2021-11-15,Fresh Frozen Plasma,AB+,1,0,11,0,1
2021-11-15,Fresh Frozen Plasma,O-,2,0,11,0,1
2021-11-15,Fresh Frozen Plasma,A-,1,0,11,0,1
2021-11-15,Fresh Frozen Plasma,B-,1,0,11,0,1
2021-11-15,Fresh Frozen Plasma,AB-,1,0,11,0,1
2021-11-15,Cryoprecipitate,O+,3,0,11,0,1
2021-11-15,Cryoprecipitate,A+,2,0,11,0,1
2021-11-15,Cryoprecipitate,B+,1,0,11,0,1
2021-11-15,Cryoprecipitate,AB+,1,0,11,0,1
2021-11-15,Cryoprecipitate,O-,1,0,11,0,1
2021-11-15,Cryoprecipitate,A-,1,0,11,0,1
2021-11-15,Cryoprecipitate,B-,1,0,11,0,1
2021-11-15,Cryoprecipitate,AB-,1,0,11,0,1
2021-11-16,Packed RBC,O+,29,1,11,0,1
2021-11-16,Packed RBC,A+,20,1,11,0,1
2021-11-16,Packed RBC,B+,16,1,11,0,1
2021-11-16,Packed RBC,AB+,3,1,11,0,1
2021-11-16,Packed RBC,O-,6,1,11,0,1
2021-11-16,Packed RBC,A-,1,1,11,0,1
2021-11-16,Packed RBC,B-,1,1,11,0,1
2021-11-16,Packed RBC,AB-,1,1,11,0,1
2021-11-16,Platelets,O+,12,1,11,0,1
2021-11-16,Platelets,A+,10,1,11,0,1
2021-11-16,Platelets,B+,5,1,11,0,1
2021-11-16,Platelets,AB+,1,1,11,0,1
2021-11-16,Platelets,O-,3,1,11,0,1
2021-11-16,Platelets,A-,1,1,11,0,1
2021-11-16,Platelets,B-,1,1,11,0,1
2021-11-16,Platelets,AB-,1,1,11,0,1
2021-11-16,Fresh Frozen Plasma,O+,10,1,11,0,1
2021-11-16,Fresh Frozen Plasma,A+,4,1,11,0,1
2021-11-16,Fresh Frozen Plasma,B+,4,1,11,0,1
2021-11-16,Fresh Frozen Plasma,AB+,1,1,11,0,1
2021-11-16,Fresh Frozen Plasma,O-,1,1,11,0,1
2021-11-16,Fresh Frozen Plasma,A-,2,1,11,0,1
2021-11-16,Fresh Frozen Plasma,B-,1,1,11,0,1
2021-11-16,Fresh Frozen Plasma,AB-,1,1,11,0,1
2021-11-16,Cryoprecipitate,O+,4,1,11,0,1
2021-11-16,Cryoprecipitate,A+,3,1,11,0,1
2021-11-16,Cryoprecipitate,B+,3,1,11,0,1
2021-11-16,Cryoprecipitate,AB+,1,1,11,0,1
2021-11-16,Cryoprecipitate,O-,1,1,11,0,1
2021-11-16,Cryoprecipitate,A-,1,1,11,0,1
2021-11-16,Cryoprecipitate,B-,1,1,11,0,1
2021-11-16,Cryoprecipitate,AB-,1,1,11,0,1
2021-11-17,Packed RBC,O+,38,2,11,0,1
2021-11-17,Packed RBC,A+,28,2,11,0,1
2021-11-17,Packed RBC,B+,19,2,11,0,1
2021-11-17,Packed RBC,AB+,5,2,11,0,1
2021-11-17,Packed RBC,O-,6,2,11,0,1
2021-11-17,Packed RBC,A-,2,2,11,0,1
2021-11-17,Packed RBC,B-,1,2,11,0,1
2021-11-17,Packed RBC,AB-,1,2,11,0,1
2021-11-17,Platelets,O+,14,2,11,0,1
2021-11-17,Platelets,A+,11,2,11,0,1
2021-11-17,Platelets,B+,7,2,11,0,1
2021-11-17,Platelets,AB+,1,2,11,0,1
2021-11-17,Platelets,O-,1,2,11,0,1
2021-11-17,Platelets,A-,1,2,11,0,1
2021-11-17,Platelets,B-,1,2,11,0,1
2021-11-17,Platelets,AB-,1,2,11,0,1
2021-11-17,Fresh Frozen Plasma,O+,9,2,11,0,1
2021-11-17,Fresh Frozen Plasma,A+,8,2,11,0,1
2021-11-17,Fresh Frozen Plasma,B+,6,2,11,0,1
2021-11-17,Fresh Frozen Plasma,AB+,1,2,11,0,1
2021-11-17,Fresh Frozen Plasma,O-,2,2,11,0,1
2021-11-17,Fresh Frozen Plasma,A-,2,2,11,0,1
2021-11-17,Fresh Frozen Plasma,B-,1,2,11,0,1
2021-11-17,Fresh Frozen Plasma,AB-,2,2,11,0,1
2021-11-17,Cryoprecipitate,O+,4,2,11,0,1
2021-11-17,Cryoprecipitate,A+,3,2,11,0,1
2021-11-17,Cryoprecipitate,B+,1,2,11,0,1
2021-11-17,Cryoprecipitate,AB+,1,2,11,0,1
2021-11-17,Cryoprecipitate,O-,1,2,11,0,1
2021-11-17,Cryoprecipitate,A-,1,2,11,0,1
2021-11-17,Cryoprecipitate,B-,1,2,11,0,1
2021-11-17,Cryoprecipitate,AB-,1,2,11,0,1
2021-11-18,Packed RBC,O+,41,3,11,0,1
2021-11-18,Packed RBC,A+,30,3,11,0,1
2021-11-18,Packed RBC,B+,22,3,11,0,1
2021-11-18,Packed RBC,AB+,5,3,11,0,1
2021-11-18,Packed RBC,O-,7,3,11,0,1
2021-11-18,Packed RBC,A-,3,3,11,0,1
2021-11-18,Packed RBC,B-,1,3,11,0,1
